Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Flag 1 not used,Flag 2 not used,Flag 3 not used,Flag 4 not used,Flag 5 not used,Flag 6 not used,Flag 7 not used,Flag 8 not used,Value new (USD),Value used (USD),Launch date,Exit date
"10297-1","Icons","Modular Buildings Collection",2022,"Boutique Hotel",7,3066,199.99,229.99,289.99,229.99,5702017151847,,58.2,48,12.4,3.471,"",0,0,0,,0,0,,,,,,,,,192.4200,168.1200,"01/01/2022","31/12/2025"
"10298-1","Icons","Vehicles",2022,"Vespa 125",,1106,89.99,99.99,129.99,99.99,5702017151861,,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,85.2300,69.9600,"01/03/2022","31/12/2025"
"10299-1","Icons","Stadiums",2022,"Real Madrid - Santiago Bernabéu Stadium",,5876,344.99,399.99,499.99,399.99,5702017153179,,52.3,48,21.8,,"",0,0,0,,0,0,,,,,,,,,315.7400,,"01/03/2022","31/12/2025"
"10300-1","Icons","Vehicles",2022,"Back to the Future Time Machine",2,1872,169.99,199.99,249.99,199.99,5702017153186,,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,204.0700,175.0000,"01/04/2022","31/12/2025"
"10301-1","Icons","{?}",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10302-1","Icons","Licensed",2022,"Optimus Prime",,1508,159.99,179.99,239.99,179.99,5702017153209,,28.2,48,9.1,,"",0,0,0,,0,0,,,,,,,,,167.2100,,"01/06/2022","31/12/2025"
"10303-1","Icons","Fairground Collection",2022,"Loop Coaster",11,3756,344.99,399.99,499.99,399.99,5702017153247,,52.2,48.2,25.7,5.83,"",0,0,0,,0,0,,,,,,,,,414.7900,,"",""
"10304-1","Icons","Vehicles",2022,"Chevrolet Camaro Z/28 1969",,1456,149.99,169.99,209.99,169.99,5702017153254,,,,,,"",0,0,0,,0,0,,,,,,,,,200.7800,,"",""
"10305-1","Icons","Castle System",2022,"Lion Knights' Castle",22,4514,344.99,399.99,499.99,399.99,5702017153261,,52.3,48,21.8,,"",0,0,0,,0,0,,,,,,,,,398.2900,330.0000,"03/08/2022","31/12/2025"
"10306-1","Icons","Licensed",2022,"Atari 2600",,2532,209.99,239.99,299.99,239.99,5702017153278,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,257.5200,,"01/08/2022","31/12/2025"
"10307-1","Icons","{?}",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10308-1","Icons","{?}",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10309-1","Icons","Botanical Collection",2022,"Succulents",,771,44.99,49.99,69.99,49.99,5702017189185,,38,26,5.3,0.683,"",0,0,0,,0,0,,,,,,,,,53.2400,,"01/05/2022","31/12/2025"
"10310-1","Icons","{?}",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10311-1","Icons","Botanical Collection",2022,"Orchid",,608,44.99,49.99,69.99,49.99,5702017224336,,38,26,6.8,0.756,"",0,0,0,,0,0,,,,,,,,,47.2700,,"01/05/2022","31/12/2025"
"10497-1","Icons","Space System",2022,"Galaxy Explorer",5,1254,89.99,99.99,129.99,99.99,5702017189208,,53.8,28,8.7,1.756,"",0,0,0,,0,0,,,,,,,,,116.5300,84.5800,"01/08/2022","31/12/2025"
"10777-1","Disney","Mickey and Friends",2022,"Mickey and Minnie's Camping Trip",2,103,17.99,24.99,34.99,19.99,5702017152363,,20.4,18.9,7.3,0.277,"",0,0,0,,0,0,,,,,,,,,16.6500,,"01/06/2022","31/12/2023"
"10778-1","Disney","Mickey and Friends",2022,"Mickey, Minnie and Goofy's Fairground Fun",3,184,24.99,34.99,44.99,29.99,5702017153476,,35.2,19,7,0.614,"",0,0,0,,0,0,,,,,,,,,25.7900,,"01/06/2022","31/12/2022"
"10780-1","Disney","Mickey and Friends",2022,"Mickey and Friends Castle Defenders",4,215,44.99,54.99,69.99,49.99,5702017153483,,38,26,5.5,0.677,"",0,0,0,,0,0,,,,,,,,,43.0300,,"01/06/2022","31/12/2023"
"10781-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man's Techno Trike",2,59,8.99,9.99,13.99,9.99,5702017150642,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,11.2500,,"01/01/2022","31/12/2023"
"10782-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Hulk vs. Rhino Truck Showdown",3,110,17.99,19.99,24.99,19.99,5702017150659,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,18.2300,,"01/01/2022","31/12/2023"
"10783-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man at Doc Ock's Lab",3,131,24.99,29.99,39.99,29.99,5702017150666,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,26.4200,,"01/01/2022","31/12/2022"
"10784-1","Marvel Super Heroes","Spidey and His Amazing Friends",2022,"Spider-Man Webquarters Hangout",5,155,44.99,49.99,64.99,49.99,5702017151670,,38.2,26.2,5.7,,"",0,0,0,,0,0,,,,,,,,,54.9500,,"01/01/2022","31/12/2023"
"10938-1","Duplo","Jurassic World",2022,"Dinosaur Nursery",,27,17.99,19.99,24.99,19.99,5702016911411,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,17.3300,,"17/04/2022","31/12/2024"
"10959-1","Duplo","",2022,"Police Station & Helicopter",2,40,44.99,49.99,64.99,49.99,5702017153629,,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2025"
"10960-1","Duplo","Disney Princess",2022,"Belle's Ballroom",4,23,17.99,19.99,24.99,19.99,5702017153117,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,17.5600,,"01/01/2022","31/12/2024"
"10962-1","Duplo","Lightyear",2022,"Buzz Lightyear's Planetary Mission",,37,29.99,29.99,39.99,34.99,5702017153568,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,,,"24/04/2022","31/12/2024"
"10963-1","Duplo","Marvel Super Hero Adventures",2022,"Spider-Man & Friends: Funfair Adventure",,41,54.99,59.99,79.99,59.99,5702017153575,,35.4,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2024"
"10964-1","Duplo","",2022,"Bath Time Fun: Floating Red Panda",,5,8.99,9.99,13.99,9.99,5702017153582,,19.1,14.1,7.1,,"",0,0,0,,0,0,,,,,,,,,7.6900,,"01/01/2022","31/12/2025"
"10965-1","Duplo","",2022,"Bath Time Fun: Floating Animal Train",,14,17.99,19.99,24.99,19.99,5702017153599,,35.4,19.1,9.1,,"",0,0,0,,0,0,,,,,,,,,14.2700,,"01/01/2022","31/12/2025"
"10966-1","Duplo","",2022,"Bath Time Fun: Floating Animal Island",,20,39.99,44.99,49.99,44.99,5702017153605,,38.2,26.2,9.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2025"
"10967-1","Duplo","",2022,"Police Motorcycle",1,5,8.99,9.99,13.99,9.99,5702017153636,,15.7,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2025"
"10968-1","Duplo","",2022,"Doctor Visit",3,34,17.99,19.99,24.99,19.99,5702017153643,,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2025"
"10969-1","Duplo","",2022,"Fire Truck",1,21,24.99,29.99,39.99,29.99,5702017153650,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/08/2022","31/12/2025"
"10970-1","Duplo","",2022,"Fire Station & Helicopter",2,117,89.99,89.99,119.99,99.99,5702017153681,,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2025"
"10971-1","Duplo","",2022,"Wild Animals of Africa",,10,8.99,9.99,13.99,9.99,5702017153674,,19.1,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,13.3800,,"01/06/2022","31/12/2025"
"10972-1","Duplo","",2022,"Wild Animals of the Ocean",,32,17.99,19.99,24.99,19.99,5702017153698,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,16.2400,,"01/06/2022","31/12/2025"
"10973-1","Duplo","",2022,"Wild Animals of South America",,71,44.99,54.99,69.99,49.99,5702017155906,,48,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,37.5000,,"01/06/2022","31/12/2025"
"10974-1","Duplo","",2022,"Wild Animals of Asia",,118,89.99,99.99,129.99,99.99,5702017153704,,48.5,38,11.2,,"",0,0,0,,0,0,,,,,,,,,76.0500,,"01/06/2022","31/12/2025"
"10975-1","Duplo","",2022,"Wild Animals of the World",,143,114.99,129.99,169.99,129.99,5702017153728,,58.2,48,12.4,,"",0,0,0,,0,0,,,,,,,,,100.7100,,"01/06/2022","31/12/2025"
"10976-1","Duplo","Seasonal",2022,"Santa's Gingerbread House",,50,29.99,34.99,44.99,34.99,5702017153735,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"10977-1","Duplo","",2022,"My First Puppy & Kitten with Sounds",,22,39.99,44.99,54.99,44.99,5702017153612,,28.2,26.2,9.6,,"",0,0,0,,0,0,,,,,,,,,32.4300,,"01/06/2022","31/12/2025"
"10978-1","Duplo","",2022,"Creative Building Time",,120,39.99,44.99,54.99,44.99,5702017189055,,48,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/01/2022","31/12/2025"
"10979-1","Duplo","",2022,"Wild Animals of Europe",,85,54.99,69.99,89.99,59.99,5702017188768,,54,28.2,11.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2025"
"10980-1","Duplo","",2022,"DUPLO Green Building Plate",,1,12.99,14.99,17.99,14.99,5702017194882,,,,,,"",0,0,0,,0,0,,,,,,,,,10.9100,,"",""
"11017-1","Classic","",2022,"Creative Monsters",,140,8.99,9.99,13.99,9.99,5702017117485,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,,,"01/03/2022","31/12/2024"
"11018-1","Classic","",2022,"Creative Ocean Fun",,333,17.99,19.99,24.99,19.99,5702017117591,,26.2,19.1,7.2,,"",0,0,0,,0,0,,,,,,,,,17.5700,,"01/03/2022","31/12/2023"
"11019-1","Classic","",2022,"Bricks and Functions",,500,29.99,29.99,39.99,34.99,5702017117584,,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,23.9700,,"01/03/2022","31/12/2023"
"11020-1","Classic","",2022,"Build Together",,1601,89.99,99.99,129.99,99.99,5702017152356,,58.5,34,10.8,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2024"
"11021-1","Classic","",2022,"90 Years of Play",,1100,44.99,49.99,64.99,49.99,5702017189192,,48,28.2,7.4,,"",0,0,0,,0,0,,,,,,,,,41.1200,,"01/05/2022","31/12/2023"
"11022-1","Classic","",2022,"Space Mission",,1700,69.99,69.99,89.99,79.99,5702017189215,,37.8,26.2,22.4,,"",0,0,0,,0,0,,,,,,,,,,,"01/06/2022","31/12/2023"
"11023-1","Classic","",2022,"Green Baseplate",,1,7.99,7.99,9.99,8.99,5702017184265,,,,,,"",0,0,0,,0,0,,,,,,,,,7.3500,,"",""
"11024-1","Classic","",2022,"Gray Baseplate",,1,12.99,14.99,17.99,14.99,5702017185279,,,,,,"",0,0,0,,0,0,,,,,,,,,12.3000,7.6900,"",""
"11025-1","Classic","",2022,"Blue Baseplate",,1,7.99,7.99,9.99,8.99,5702017185286,,,,,,"",0,0,0,,0,0,,,,,,,,,6.6000,,"",""
"11026-1","Classic","",2022,"White Baseplate",,1,7.99,7.99,9.99,8.99,5702017185217,,,,,,"",0,0,0,,0,0,,,,,,,,,7.0400,,"",""
"11960-1","Miscellaneous","",2022,"Parts for Party Ideas",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"11961-1","Creator","Magazine Gift",2022,"Helicopter",,40,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.8500,,"",""
"11962-1","Creator","Magazine Gift",2022,"Robot",,41,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.2200,,"",""
"11963-1","Creator","Magazine Gift",2022,"Dinosaur",,51,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,4.7600,,"",""
"11964-1","Creator","Magazine Gift",2022,"Submarine",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,5.4600,,"",""
"11965-1","Creator","Magazine Gift",2022,"Excavator",,48,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.0200,,"",""
"11966-1","Creator","Magazine Gift",2022,"Pirate Ship",,33,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.0500,,"",""
"21057-1","Architecture","Skylines",2022,"Singapore",,827,54.99,59.99,79.99,59.99,5702017152332,,26.2,19.1,11.8,,"",0,0,0,,0,0,,,,,,,,,54.4100,30.0000,"01/01/2022","31/12/2025"
"21058-1","Architecture","Landmark Series",2022,"The Great Pyramid of Giza",,1476,119.99,129.99,169.99,139.99,5702017152349,,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,122.9000,100.2000,"01/06/2022","31/12/2025"
"21177-1","Minecraft","Minifig-scale",2022,"The Creeper Ambush",2,72,8.99,9.99,13.99,9.99,5702017156538,,14.1,12.2,4.6,,"",0,0,0,,0,0,,,,,,,,,8.0900,,"01/01/2022","31/12/2023"
"21178-1","Minecraft","Minifig-scale",2022,"The Fox Lodge",2,193,17.99,19.99,32.99,19.99,5702017155791,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,17.2500,15.0000,"01/01/2022","31/12/2023"
"21179-1","Minecraft","Minifig-scale",2022,"The Mushroom House",2,272,17.99,24.99,32.99,19.99,5702017156583,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,16.1800,,"01/01/2022","31/12/2023"
"21180-1","Minecraft","Minifig-scale",2022,"The Guardian Battle",1,255,19.99,24.99,34.99,22.99,5702017156590,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,18.6600,,"01/01/2022","31/12/2023"
"21181-1","Minecraft","Minifig-scale",2022,"The Rabbit Ranch",2,340,29.99,34.99,44.99,34.99,5702017156606,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,23.6400,,"01/01/2022","31/12/2023"
"21182-1","Minecraft","",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21183-1","Minecraft","Minifig-scale",2022,"The Training Grounds",3,534,59.99,79.99,99.99,64.99,5702017156613,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,48.7300,,"01/01/2022","31/12/2023"
"21184-1","Minecraft","Minifig-scale",2022,"The Bakery",3,154,19.99,24.99,32.99,22.99,5702017156620,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,19.8300,,"01/06/2022","31/12/2023"
"21185-1","Minecraft","Minifig-scale",2022,"The Nether Bastion",3,300,29.99,34.99,44.99,34.99,5702017156637,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,31.1800,,"01/06/2022","31/12/2023"
"21186-1","Minecraft","Minifig-scale",2022," The Ice Castle",6,499,44.99,49.99,64.99,49.99,5702017156644,,26.2,22.2,9.5,,"",0,0,0,,0,0,,,,,,,,,41.3900,,"01/06/2022","31/12/2023"
"21187-1","Minecraft","Minifig-scale",2022,"The Red Barn",3,799,89.99,99.99,129.99,99.99,5702017156675,,54,28.2,9.1,,"",0,0,0,,0,0,,,,,,,,,87.1500,,"01/06/2022","31/12/2023"
"21188-1","Minecraft","Minifig-scale",2022,"The Llama Village",6,1252,114.99,129.99,169.99,129.99,5702017156699,,48,37.8,9.4,,"",0,0,0,,0,0,,,,,,,,,108.3300,,"01/06/2022","31/12/2023"
"21189-1","Minecraft","Minifig-scale",2022,"The Skeleton Dungeon",,364,24.99,34.99,44.99,29.99,5702017234328,,,,,,"",0,0,0,,0,0,,,,,,,,,20.5300,,"",""
"21190-1","Minecraft","Minifig-scale",2022,"The Abandoned Village",,422,44.99,44.99,59.99,49.99,5702017233260,,28.2,26.2,7.6,,"",0,0,0,,0,0,,,,,,,,,40.6600,,"01/08/2022","31/12/2023"
"21331-1","Ideas","Licensed",2022,"Sonic the Hedgehog - Green Hill Zone",1,1125,69.99,79.99,99.99,79.99,5702017153124,,38.2,26.2,7.1,,"",0,0,0,,0,0,,,,,,,,,60.5600,43.3800,"01/01/2022","31/12/2023"
"21332-1","Ideas","",2022,"The Globe",,2585,199.99,229.99,289.99,229.99,5702017153742,,37.8,48,11.2,,"",0,0,0,,0,0,,,,,,,,,210.6600,129.9900,"01/02/2022","31/12/2024"
"21333-1","Ideas","Licensed",2022,"Vincent van Gogh - The Starry Night",1,2316,149.99,169.99,219.99,169.99,5702017189840,,48,37.8,11.2,,"",0,0,0,,0,0,,,,,,,,,188.7600,180.0000,"25/05/2022","31/12/2024"
"21334-1","Ideas","",2022,"Jazz Quartet",,1606,89.99,99.99,129.99,99.99,5702017239477,,,,,,"",0,0,0,,0,0,,,,,,,,,107.3200,,"",""
"21335-1","Ideas","",2022,"Motorised Lighthouse",,2065,259.99,299.99,379.99,299.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,322.1400,,"",""
"21336-1","Ideas","Licensed",2022,"The Office",,1164,104.99,119.99,149.99,119.99,5702017261157,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"21337-1","Ideas","",2022,"{?}",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30333-1","Duplo","",2022,"My First Elephant",,6,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,3.2200,,"01/01/2022","31/12/2022"
"30390-1","Jurassic World","Dominion",2022,"Dinosaur Market",1,30,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,4.4100,2.9200,"17/04/2022","31/12/2022"
"30416-1","Friends","",2022,"Market Stall",2,54,,,,,,,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,5.3000,,"01/01/2022","31/12/2022"
"30417-1","Friends","",2022,"Garden Flower and Butterfly",,57,,,,,5702017155746,,17,17,1.7,0.035,"",0,0,0,,0,0,,,,,,,,,3.6600,,"01/01/2022","31/12/2022"
"30432-1","Minecraft","Minifig-scale",2022,"The Turtle Beach",1,46,,,,,,,17,19.5,1.4,,"",0,0,0,,0,0,,,,,,,,,4.3000,,"01/01/2022","31/12/2022"
"30433-1","Technic","",2022,"Volvo Wheel Loader",,69,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,4.1900,6.0000,"01/01/2022","31/12/2022"
"30434-1","Speed Champions","Aston Martin",2022,"Aston Martin Valkyrie AMR Pro",,97,3.49,4.99,,3.99,,,20,19.5,1.6,,"",0,0,0,,0,0,,,,,,,,,4.2100,4.2100,"01/03/2022","31/12/2022"
"30435-1","Harry Potter","General",2022,"Build Your Own Hogwarts Castle",1,67,,3.99,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,6.1400,,"01/06/2022","31/12/2023"
"30443-1","Marvel Super Heroes","Spider-Man: Far From Home",2022,"Spider-Man Bridge Battle",1,44,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,5.4100,7.0000,"17/01/2022","31/12/2022"
"30455-1","DC Comics Super Heroes","The Batman",2022,"Batmobile",,68,,,,,,,17,17,1.1,,"",0,0,0,,0,0,,,,,,,,,4.5200,,"01/01/2022","31/12/2022"
"30495-1","Star Wars","Episode V",2022,"AT-ST",,79,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,4.3400,4.1500,"01/01/2022","31/12/2022"
"30503-1","Miscellaneous","Make It Yours",2022,"Build Your Own Animals - Make It Yours",,16,,,,,,,14,14,1.8,,"",0,0,0,,0,0,,,,,,,,,2.5600,,"01/01/2022","31/12/2023"
"30509-1","Super Mario","Expansion Set",2022,"Yellow Yoshi's Fruit Tree",1,46,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,6.8100,,"",""
"30510-1","Classic","",2022,"90 Years of Cars",,71,,3.99,,,,,17,19.5,2.3,,"",0,0,0,,0,0,,,,,,,,,5.7700,,"01/06/2022","31/12/2023"
"30559-1","Disney","Frozen II",2022,"Elsa and Bruni's Forest Camp",1,58,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,4.2600,,"24/01/2022","31/12/2022"
"30560-1","Dots","Accessories",2022,"Pineapple Photo Holder & Mini Board",,116,,,,,,,20,19.5,2.4,,"",0,0,0,,0,0,,,,,,,,,3.8400,,"01/01/2022","31/12/2023"
"30562-1","Monkie Kid","Season 3",2022,"Monkie Kid's Underwater Journey",3,57,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,8.7300,,"01/01/2022","31/12/2022"
"30581-1","Creator","3 in 1",2022,"Tropical Parrot",,66,,,,,5702017154787,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,4.1200,,"01/01/2022","31/12/2022"
"30582-1","Creator","",2022,"Birthday Bear",,80,,,,,5702017154794,,17,19.5,1.9,0.044,"",0,0,0,,0,0,,,,,,,,,5.4500,,"01/01/2022","31/12/2022"
"30583-1","Creator","Seasonal",2022,"Easter Bunny",,75,,,,,5702017154800,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,4.1000,,"13/02/2022","31/12/2022"
"30584-1","Creator","",2022,"Winter Holiday Train",,73,,3.99,,,5702017154817,,17,19.5,2.3,0.061,"",0,0,0,,0,0,,,,,,,,,5.8400,,"01/06/2022","31/12/2023"
"30585-1","City","Fire",2022,"Fire Patrol Vehicle",1,45,,,,,5702017160979,,17,19.5,1.5,0.046,"",0,0,0,,0,0,,,,,,,,,3.8600,4.4800,"01/01/2022","31/12/2022"
"30587-1","City","Police",2022,"Police Robot Unit",,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"30588-1","City","General",2022,"Kids' Playground",2,51,,,,,5702017160993,,17,19.5,1.5,0.043,"",0,0,0,,0,0,,,,,,,,,4.3600,,"01/01/2022","31/12/2022"
"30589-1","City","Racing",2022,"Go-Kart Racer",1,39,,,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,4.2200,2.5000,"01/01/2022","31/12/2022"
"30590-1","City","Farm",2022,"Farm Garden & Scarecrow",1,34,,3.99,,,,,17,17,1.7,,"",0,0,0,,0,0,,,,,,,,,5.2900,,"01/06/2022","31/12/2023"
"30592-1","Ninjago","Core",2022,"Mini Thunder Raider",,69,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,4.0600,,"01/01/2022","31/12/2022"
"30593-1","Ninjago","Core",2022,"Lloyd Suit Mech",1,59,,,,,,,17,19.5,1.5,,"",0,0,0,,0,0,,,,,,,,,3.7600,,"01/01/2022","31/12/2022"
"30594-1","Creator","",2022,"Rock Monster Truck",,54,,,,,,,17,19.5,2.3,,"",0,0,0,,0,0,,,,,,,,,3.9300,,"01/01/2022","31/12/2022"
"30625-1","Star Wars","Episode IV",2022,"Luke Skywalker with Blue Milk",1,6,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,68.3200,50.0000,"",""
"31123-1","Creator","3 in 1",2022,"Off-Road Buggy",,160,12.99,14.99,19.99,14.99,5702017117577,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,12.1200,,"01/03/2022","31/12/2023"
"31124-1","Creator","3 in 1",2022,"Super Robot",,159,8.99,9.99,13.99,9.99,5702017117461,,19.1,14.1,4.6,,"",0,0,0,,0,0,,,,,,,,,9.8800,,"01/03/2022","31/12/2024"
"31125-1","Creator","3 in 1",2022,"Fantasy Forest Creatures",,175,12.99,14.99,19.99,14.99,5702017117454,,26,14,4.6,0.246,"",0,0,0,,0,0,,,,,,,,,12.4500,11.0000,"01/03/2022","31/12/2024"
"31126-1","Creator","3 in 1",2022,"Supersonic-jet",,215,17.99,19.99,24.99,19.99,5702017117447,,26.2,19.1,4.6,,"",0,0,0,,0,0,,,,,,,,,13.6200,,"01/03/2022","31/12/2023"
"31127-1","Creator","3 in 1",2022,"Street Racer",,258,17.99,19.99,24.99,19.99,5702017117430,,26.2,19.1,6.1,,"",0,0,0,,0,0,,,,,,,,,24.9500,,"01/03/2022","31/12/2023"
"31128-1","Creator","3 in 1",2022,"Dolphin and Turtle",,137,8.99,9.99,13.99,9.99,5702017117423,,18.8,14,4.5,0.181,"",0,0,0,,0,0,,,,,,,,,8.9400,,"01/03/2022","31/12/2023"
"31129-1","Creator","3 in 1",2022,"Majestic Tiger",,755,44.99,49.99,64.99,49.99,5702017151854,,38,26,5.3,0.892,"",0,0,0,,0,0,,,,,,,,,41.5600,,"01/01/2022","31/12/2024"
"31130-1","Creator","3-in-1",2022,"Sunken Treasure Mission",2,522,24.99,34.99,44.99,29.99,5702017153216,,35.4,19.1,5.9,,"",0,0,0,,0,0,,,,,,,,,34.0500,,"01/06/2022","31/12/2023"
"31131-1","Creator","3-in-1",2022,"Downtown Noodle Shop",2,569,39.99,44.99,59.99,44.99,5702017153223,,38,26,5.5,0.893,"",0,0,0,,0,0,,,,,,,,,37.6200,,"01/06/2022","31/12/2023"
"31132-1","Creator","3 in 1",2022,"Viking Ship and the Midgard Serpent",4,1192,104.99,119.99,149.99,119.99,5702017153230,,48,37.8,7.1,,"",0,0,0,,0,0,,,,,,,,,92.9200,,"01/06/2022","31/12/2024"
"31204-1","Art","Music",2022,"Elvis Presley  'The King'",,3445,104.99,119.99,149.99,119.99,5702016914917,,40.4,37.8,5,,"",0,0,0,,0,0,,,,,,,,,79.3200,,"01/03/2022","31/12/2022"
"31205-1","Art","Licensed",2022,"Jim Lee Batman Collection",,4167,104.99,119.99,149.99,119.99,5702017153971,,40.4,37.8,5,,"",0,0,0,,0,0,,,,,,,,,85.4500,,"01/03/2022","31/12/2024"
"31206-1","Art","Music",2022,"The Rolling Stones",,1998,129.99,149.99,199.99,149.99,5702017153988,,32.2,38,21,,"",0,0,0,,0,0,,,,,,,,,111.1100,,"01/06/2022","31/12/2024"
"31207-1","Art","Miscellaneous",2022,"Floral Art",,2870,59.99,79.99,99.99,69.99,5702017153995,,,,,,"",0,0,0,,0,0,,,,,,,,,57.6100,,"",""
"40491-1","Seasonal","Chinese Traditional Festivals",2022,"Year of the Tiger",,193,,,,,5702017005904,,13.8,12.2,4.6,0.175,"",0,0,0,,0,0,,,,,,,,,11.6300,10.0000,"",""
"40503-1","Promotional","LEGO House",2022,"Dagny Holm - Master Builder",,1068,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,134.2900,,"",""
"40515-1","Miscellaneous","",2022,"Pirates and Treasure VIP Add On Pack",2,103,,,,,5702017106984,,,,,0.075,"",0,0,0,,0,0,,,,,,,,,9.9400,,"",""
"40517-1","Creator","Miscellaneous",2022,"Vespa",,118,8.99,9.99,12.99,9.99,5702017166186,,15.7,14.1,4.5,,"",0,0,0,,0,0,,,,,,,,,13.6500,,"01/03/2022","31/12/2024"
"40518-1","Creator","Miscellaneous",2022,"High-Speed Train",,284,17.99,19.99,24.99,19.99,5702017166193,,26.2,14.1,6.1,,"",0,0,0,,0,0,,,,,,,,,21.8600,,"01/01/2022","31/12/2024"
"40519-1","Creator","Postcard",2022,"New York Postcard",1,253,13.49,14.99,18.99,14.99,5702017165639,,,,,,"",0,0,0,,0,0,,,,,,,,,17.1700,,"",""
